법률규정	항목	내용
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제5조(상표등록료 및 상표 관련 수수료) ①	"「상표법」 제78조제1항에 따른 출원 관련 수수료는 다음 각 호와 같다. <개 정 2005. 3. 31., 2005. 7. 1., 2006. 4. 27., 2008. 12. 31., 2010. 7. 27., 2010. 12. 30., 2011. 12. 2., 2012. 5. 29., 2012.
12. 31., 2014. 2. 21., 2014. 12. 31., 2016. 9. 1., 2017. 2. 28., 2022. 2. 18., 2023. 2. 3., 2023. 8. 1., 2024. 5. 1.>
1. 상표등록출원료(단체표장등록출원료ㆍ지리적 표시 단체표장등록출원료ㆍ업무표장등록출원료ㆍ증명표장출원료 및 지리적 표시 증명표장출원료를 포함한다. 이하 같다) 및 지정상품(지정업무를 포함한다. 이하 같다)의 추가등 록출원료 특허료 등의 징수규칙
가. 출원서를 전자문서로 제출하는 경우: 1상품류 구분마다 5만2천원. 다만, 1상품류 구분의 지정상품이 10개를 초과하는 경우에는 그 초과하는 지정상품마다 2천원을 가산한 금액으로 한다.
나. 출원서를 서면으로 제출하는 경우: 1상품류구분마다 6만2천원. 다만, 1상품류구분의 지정상품이 10개를 초과 하는 경우에는 그 초과하는 지정상품마다 2천원을 가산한 금액으로 한다.
다. 출원서를 전자문서로 제출하고, 그 지정상품을 「상표법 시행규칙」 별표 1에 따라 특허청장이 정하여 고시하 는 상품류에 속하는 상품의 명칭만으로 지정하는 경우: 1상품류 구분마다 4만6천원. 다만, 1상품류 구분의 지 정상품이 10개를 초과하는 경우에는 그 초과하는 지정상품마다 2천원을 가산한 금액으로 한다.
라. 출원서를 서면으로 제출하고, 그 지정상품을 「상표법 시행규칙」 별표 1에 따라 특허청장이 정하여 고시하는 상품류에 속하는 상품의 명칭만으로 지정하는 경우: 1상품류 구분마다 5만6천원. 다만, 1상품류 구분의 지정상 품이 10개를 초과하는 경우에는 그 초과하는 지정상품마다 2천원을 가산한 금액으로 한다.
2. 삭제<2010. 7. 27.>
3. 「상표법」 제45조에 따른 분할출원료: 상표권의 신규출원료에 해당하는 금액. 다만, 다류(多類)지정(상품류구분의 2류구분 이상의 상품의 지정을 말한다. 이하 같다) 상표등록출원의 분할출원이 다음 각 목의 어느 하나에 해당하 는 경우에는 그 분할되는 출원마다 1만원으로 한다.
가. 동일 상품류구분에 속하는 지정상품의 변경없이 상품류구분만을 분할출원하는 경우
나. 동일 상품류구분에 속하는 지정상품을 삭제하면서 상품류구분만을 분할출원하는 경우
4. 「상표법」 제44조에 따른 변경출원료
가. 출원서를 전자문서로 제출하는 경우: 매건 9천원
나. 출원서를 서면으로 제출하는 경우: 매건 1만원
5. 상표등록출원의 우선권주장 신청료
가. 우선권주장 신청을 전자문서로 하는 경우: 1상품류구분마다 1만8천원
나. 우선권주장 신청을 서면으로 하는 경우: 1상품류구분마다 2만원 5의2. 상표등록출원의 우선심사신청료: 1상품류구분마다 16만원. 다만, 해당 출원이 「상표법」 제53조제2항에 따른 우선심사의 대상이 아니라고 결정되거나 그 결정이 있기 전에 우선심사신청을 포기ㆍ취하한 경우에는 1상품류구 분마다 3만2천원으로 한다.
6. 상표등록출원 또는 지정상품추가등록출원에 대하여 상품류구분 또는 지정상품을 보정하는 경우의 보정료
가. 보정서를 전자문서로 제출하는 경우: 매건 4천원. 다만, 다음의 경우에는 각각의 구분에 따른 금액으로 한다. 1) 보정 후의 상품류구분이 보정 전의 상품류구분을 초과하는 경우: 매건 4천원에 그 초과하는 상품류구분마다 5만2천원을 가산한 금액 2) 보정 후 1상품류구분의 지정상품이 10개를 초과하는 경우: 매건 4천원에 그 초과하는 지정상품마다 2천원을 가산한 금액. 다만, 지정상품의 가산금 부과대상인 출원에 대한 보정인 경우에는 보정 후 지정상품 가산금 부과대상 상품이 보정 전보다 증가된 상품마다 2천원을 가산한 금액으로 한다.
나. 보정서를 서면으로 제출하는 경우: 매건 1만4천원. 다만, 다음의 경우에는 각각의 구분에 따른 금액으로 한다. 1) 보정 후의 상품류구분이 보정 전의 상품류구분을 초과하는 경우: 매건 1만4천원에 그 초과하는 상품류구분마 다 6만2천원을 가산한 금액 2) 보정 후 1상품류구분의 지정상품이 10개를 초과하는 경우: 매건 1만4천원에 그 초과하는 지정상품마다 2천 원을 가산한 금액. 다만, 지정상품의 가산금 부과대상인 출원에 대한 보정인 경우에는 보정 후 지정상품 가산금 부 과대상 상품이 보정 전보다 증가된 상품마다 2천원을 가산한 금액으로 한다.
7. 제6호 이외의 보정료 : 다음 각목의 금액. 다만, 보정의 기준 및 보정료의 납부대상에 관한 구체적 사항은 특허청 장이 고시한다.
가. 보정서를 전자문서로 제출하는 경우 : 매건 4천원
나. 보정서를 서면으로 제출하는 경우 : 매건 1만4천원 7의2. 「상표법」 제55조의2에 따른 재심사청구료 특허료 등의 징수규칙
가. 재심사청구의 취지를 기재한 보정서를 전자문서로 제출하는 경우: 재심사의 청구 대상이 되는 1상품류(「상표 법」 제54조에 따른 상표등록거절결정된 지정상품이 속하는 상품류를 말한다. 이하 이 호에서 같다) 구분마다 2만원. 다만, 다음의 경우에는 각각의 구분에 따른 금액을 가산한다. 1) 보정 후의 상품류 구분이 보정 전의 상품류 구분을 초과하는 경우: 초과하는 상품류 구분마다 5만2천원 2) 보정 후 1상품류 구분의 지정상품이 10개를 초과하는 경우: 초과하는 지정상품마다 2천원. 다만, 지정상품 의 가산금 부과대상인 출원에 대한 보정인 경우에는 보정 후 지정상품 가산금 부과대상 상품이 보정 전보 다 증가된 상품마다 2천원
나. 재심사청구의 취지를 기재한 보정서를 서면으로 제출하는 경우: 재심사의 청구 대상이 되는 1상품류 구분마 다 3만원. 다만, 다음의 경우에는 각각의 구분에 따른 금액을 가산한다. 1) 보정 후의 상품류 구분이 보정 전의 상품류 구분을 초과하는 경우: 초과하는 상품류 구분마다 6만2천원 2) 보정 후 1상품류 구분의 지정상품이 10개를 초과하는 경우: 초과하는 지정상품마다 2천원. 다만, 지정상품 의 가산금 부과대상인 출원에 대한 보정인 경우에는 보정 후 지정상품 가산금 부과대상 상품이 보정 전보 다 증가된 상품마다 2천원
8. 상표등록출원 및 지정상품추가등록출원에 대한 절차보완료 : 매건 1만원
9. 출원인변경신고료
가. 상속에 따른 경우 1) 출원인변경신고를 전자문서로 하는 경우: 매건 5천원 2) 출원인변경신고를 서면으로 하는 경우: 매건 6천5백원
나. 법인의 분할ㆍ합병에 따른 경우 1) 출원인변경신고를 전자문서로 하는 경우: 매건 5천원 2) 출원인변경신고를 서면으로 하는 경우: 매건 6천5백원
다. 「기업구조조정 촉진법」 제8조제1항에 따른 약정을 체결한 기업이 경영정상화계획의 이행을 위하여 행하는 영업양도의 경우 1) 출원인변경신고를 전자문서로 하는 경우: 매건 5천원 2) 출원인변경신고를 서면으로 하는 경우: 매건 6천5백원
라. 가목부터 다목까지의 규정 외의 사유에 따른 경우 1) 출원인변경신고를 전자문서로 하는 경우: 매건 1만1천원 2) 출원인변경신고를 서면으로 하는 경우: 매건 1만3천원
10. 법정기간 연장신청료 또는 기일변경신청료 : 다음 각목의 금액
가. 1회 : 매건 2만원
나. 2회 : 매건 3만원
다. 3회 : 매건 6만원
라. 4회 : 매건 12만원
마. 5회 이상 : 매건 24만원 10의2. 지정기간 연장신청료
가. 연장기간 중 1개월 이하 해당분: 2만원
나. 연장기간 중 1개월 초과 2개월 이하 해당분: 3만원
다. 연장기간 중 2개월 초과 3개월 이하 해당분: 6만원
라. 연장기간 중 3개월 초과 4개월 이하 해당분: 12만원
마. 연장기간 중 4개월 초과 해당분: 1개월마다 24만원
11. 기간경과 구제 신청료
가. 기간경과 구제 신청서를 전자문서로 제출하는 경우: 매건 1만5천원
나. 기간경과 구제 신청서를 서면으로 제출하는 경우: 매건 1만7천원 특허료 등의 징수규칙
12. 이의신청료 : 1상품류구분마다 5만원
13. 절차계속신청료: 매건 4만원"
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제5조(상표등록료 및 상표 관련 수수료) ②	"「상표법」 제72조에 따른 등록료 및 그 밖의 상표등록 관련 수수료는 다음 각 호와 같다.<개정 2005. 3. 31., 2005.
7. 1., 2006. 4. 27., 2007. 6. 29., 2010. 7. 27., 2011. 12. 2., 2012. 5. 29., 2012. 12. 31., 2016. 9. 1., 2017. 2. 28., 2019.
7. 9., 2022. 2. 18., 2023. 8. 1.>
1. 상표권(단체표장권ㆍ지리적 표시 단체표장권ㆍ업무표장권ㆍ증명표장권 및 지리적 표시 증명표장권을 포함한다. 이하 같다)의 설정등록료: 1상품류구분마다 20만1천원에 1상품류구분의 지정상품이 10개를 초과하는 경우에는 그 초과하는 지정상품마다 2천원을 가산한 금액. 다만, 「상표법」 제72조제1항 후단에 따라 2회로 분할하여 납부 하는 경우에는 1상품류구분마다 매회 12만2천원에 1상품류구분의 지정상품이 10개를 초과하는 경우에는 그 초 과하는 지정상품마다 1천원을 가산한 금액으로 한다.
2. 지정상품 추가등록료 : 1상품류구분마다 20만1천원에 1상품류구분의 지정상품이 10개를 초과하는 경우에는 그 초과하는 지정상품마다 2천원을 가산한 금액으로 한다.
3. 상표권의 존속기간갱신등록료
가. 「상표법」 제84조제2항 본문에 따라 상표권의 존속기간 만료 전 1년 이내에 존속기간갱신등록신청하는 경우: 1상품류구분마다 30만원에 1상품류구분의 지정상품이 10개를 초과하는 경우에는 그 초과하는 지정상품마다 2천원을 가산한 금액. 다만, 「상표법」 제72조제1항 후단에 따라 2회로 분할하여 납부하는 경우에는 1상품류구 분마다 매회 18만4천원에 1상품류구분의 지정상품이 10개를 초과하는 경우에는 그 초과하는 지정상품마다 1천원을 가산한 금액으로 한다.
나. 「상표법」 제84조제2항 후단에 따라 상표권의 존속기간이 끝난 후 6개월 이내에 존속기간갱신등록신청하는 경우: 1상품류 구분마다 33만원에 1상품류구분의 지정상품이 10개를 초과하는 경우에는 그 초과하는 지정상 품마다 2천원을 가산한 금액. 다만, 「상표법」 제72조제1항 후단에 따라 2회로 분할하여 납부하는 경우에는 1상품류구분마다 매회 20만3천원에 1상품류구분의 지정상품이 10개를 초과하는 경우에는 그 초과하는 지정 상품마다 1천원을 가산한 금액으로 한다.
4. 상표권의 이전등록료
가. 상속에 의한 경우 : 매건 1만4천원
나. 법인의 분할ㆍ합병에 의한 경우 : 매건 1만4천원
다. 「기업구조조정 촉진법」 제8조제1항에 따른 약정을 체결한 기업이 경영정상화계획의 이행을 위하여 행하는 영업양도의 경우 : 매건 1만4천원
라. 가목부터 다목까지 외의 사유에 의한 경우: 매건 4만원
5. 다류지정 상표권의 분할등록료 : 매건 5만6천원
6. 상표권의 사용권 설정등록료 또는 그 보존등록료
가. 전용사용권 : 매건 7만2천원
나. 통상사용권 : 매건 4만3천원 6의2. 상표권을 목적으로 하는 질권의 설정등록료: 매건 2만원. 다만, 2026년 12월 31일까지 공동담보인 상표권이 6건을 초과하는 신청이 있는 경우에는 그 초과하는 건마다 1만원으로 한다.
7. 상표권의 전용사용권 또는 통상사용권을 목적으로 하는 질권의 설정등록료 및 상표권, 상표권의 전용사용권 또 는 통상사용권을 목적으로 하는 처분의 제한등록료 : 매건 8만4천원. 다만, 회사의 정리, 파산 또는 화의와 관련하 여 법원의 촉탁으로 인한 처분의 제한등록 또는 국가가 공익을 위하여 신청하는 처분의 제한등록의 경우에 처분 의 제한등록료는 이를 징수하지 아니한다.
8. 제6호에 따른 사용권, 제6호의2 및 제7호에 따른 질권의 이전등록료
가. 상속에 의한 경우 : 매건 1만4천원
나. 법인의 분할ㆍ합병에 의한 경우 : 매건 1만4천원
다. 「기업구조조정 촉진법」 제8조제1항에 따른 약정을 체결한 기업이 경영정상화계획의 이행을 위하여 행하는 영업양도의 경우 : 매건 1만4천원 특허료 등의 징수규칙
라. 가목 내지 다목외의 사유에 의한 경우 : 매건 4만3천원
9. 등록사항의 경정ㆍ변경(행정구역 또는 지번의 변경으로 인한 경우 및 등록명의인의 표시변경 또는 경정으로 인 한 경우는 제외한다)ㆍ취소 또는 회복등록료 : 매건 5천원
10. 가등록료 : 매건 1만3천원 10의2. 가등록에 대한 처분의 제한등록료: 매건 1만3천원
11. 신탁등록 또는 그 변경등록료 : 매건 2만원
12. 「상표법」 제74조의 규정에 따른 상표등록료의 납부기간연장청구료 : 매건 2만원
13. 절차계속신청료: 매건 4만원"
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제5조(상표등록료 및 상표 관련 수수료) ③	"「상표법」 제78조에 따른 심판청구 관련 수수료는 다음 각호와 같다.<개정 2005. 3. 31., 2008. 12. 31., 2010. 7.
27., 2010. 12. 30., 2012. 5. 29., 2012. 12. 31., 2015. 7. 29., 2016. 9. 1., 2023. 2. 3., 2023. 8. 1.>
1. 거절결정불복심판 청구료: 다음 각 목의 금액. 다만, 상품류 수 산정에 관한 구체적 사항은 특허심판원장이 정하 여 고시한다.
가. 청구서를 전자문서로 제출하는 경우 1) 직접적으로 심판청구의 이유가 있는 1상품류 구분마다 24만원. 다만, 심판청구의 이유가 있는 1상품류의 지 정상품이 10개를 초과하는 경우 초과하는 지정상품마다 2천원을 가산한다. 2) 상품분류전환등록신청에 대한 거절결정불복심판의 경우: 매건 25만원
나. 청구서를 서면으로 제출하는 경우 1) 직접적으로 심판청구의 이유가 있는 1상품류 구분마다 25만원. 다만, 심판청구의 이유가 있는 1상품류의 지 정상품이 10개를 초과하는 경우 초과하는 지정상품마다 2천원을 가산한다. 2) 상품분류전환등록신청에 대한 거절결정불복심판의 경우: 매건 26만원
2. 보정각하결정불복심판 청구료
가. 청구서를 전자문서로 제출하는 경우 : 매건 20만원
나. 청구서를 서면으로 제출하는 경우 : 매건 22만원
3. 무효심판, 권리범위확인심판, 상표권의 존속기간갱신등록의 무효심판, 상표등록의 취소심판, 사용권등록의 취소 심판, 상품분류전환등록의 무효심판 청구료 : 직접적으로 심판청구의 이유가 있는 상품류구분에 대하여 제1호의 규정에 따라 산정한 금액
4. 재심청구료 : 원 심판의 종류에 따라 제1호 내지 제3호의 규정에 의하여 산정한 금액
5. 보정료 : 다음 각목의 금액. 다만, 보정의 기준 및 보정료의 납부대상에 관한 구체적 사항은 특허청장이 고시한다.
가. 보정서를 전자문서로 제출하는 경우 : 매건 4천원
나. 보정서를 서면으로 제출하는 경우 : 매건 1만4천원
6. 심판 또는 재심청구의 참가신청료
가. 당사자 참가 1) 참가신청을 전자문서로 하는 경우: 매건 14만2천원 2) 참가신청을 서면으로 하는 경우: 매건 15만원
나. 보조참가 1) 참가신청을 전자문서로 하는 경우: 매건 1만6천원 2) 참가신청을 서면으로 하는 경우: 매건 1만8천원
7. 심판관의 제척ㆍ기피신청료
가. 제척ㆍ기피신청을 전자문서로 하는 경우: 매건 1천원
나. 제척ㆍ기피신청을 서면으로 하는 경우: 매건 1천5백원
8. 비용액결정의 청구료 : 매건 5백원
9. 집행문 정본의 청구료 : 매건 4백원
10. 법정기간 연장신청료 또는 기일변경신청료 특허료 등의 징수규칙
가. 1회 : 매건 2만원
나. 2회 : 매건 3만원
다. 3회 : 매건 6만원
라. 4회 : 매건 12만원
마. 5회 이상 : 매건 24만원 10의2. 지정기간 연장신청료
가. 연장기간 중 1개월 이하 해당분: 2만원
나. 연장기간 중 1개월 초과 2개월 이하 해당분: 3만원
다. 연장기간 중 2개월 초과 3개월 이하 해당분: 6만원
라. 연장기간 중 3개월 초과 4개월 이하 해당분: 12만원
마. 연장기간 중 4개월 초과 해당분: 1개월마다 24만원
11. 기간경과 구제 신청료
가. 기간경과 구제 신청서를 전자문서로 제출하는 경우: 매건 1만5천원
나. 기간경과 구제 신청서를 서면으로 제출하는 경우: 매건 1만7천원"
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제6조(그 밖의 수수료) ①	"특허ㆍ실용신안ㆍ디자인 및 상표 관련 각종 증서의 발급 신청 또는 각종 서류의 사본 발급 신 청 등에 따른 수수료는 다음 각 호와 같다. <개정 2005. 3. 31., 2005. 7. 1., 2006. 4. 27., 2006. 9. 29., 2007. 6. 29.,
2009. 12. 31., 2012. 5. 29., 2013. 6. 24., 2014. 6. 30., 2014. 12. 31., 2016. 9. 1., 2017. 2. 28., 2019. 7. 9., 2023. 2. 3.>
1. 특허증, 실용신안등록증, 디자인등록증(관련디자인등록증을 포함한다. 이하 같다), 상표등록증(단체표장등록증, 지리적 표시 단체표장등록증, 증명표장등록증, 지리적 표시 증명표장등록증, 업무표장등록증을 포함한다. 이하 같 다), 외국어특허증, 외국어실용신안등록증, 영어디자인등록증, 영어 상표등록증(영어 단체표장등록증, 영어 지리 적 표시 단체표장등록증, 영어 증명표장등록증, 영어 지리적 표시 증명표장등록증, 영어 업무표장등록증을 포함 한다. 이하 같다)의 재발급 신청료
가. 재발급 신청을 전자문서로 하는 경우: 매건 5천원
나. 재발급 신청을 서면으로 하는 경우: 매건 6천5백원
다. 온라인으로 수령하는 경우: 무료 1의2.휴대용 특허증, 휴대용 실용신안등록증, 휴대용 디자인등록증, 휴대용 상표등록증, 휴대용 외국어특허증, 휴대 용 외국어실용신안등록증, 휴대용 영어디자인등록증, 휴대용 영어 상표등록증의 발급(재발급을 포함한다) 신청료
가. 발급 신청을 전자문서로 하는 경우: 매건 7천원
나. 발급 신청을 서면으로 하는 경우: 매건 9천원
2. 각종 서류의 등본ㆍ초본의 발급 신청료
가. 온라인으로 발급 신청하고 온라인으로 수령하는 경우: 무료
나. 그 밖의 경우: 매건 5백원. 다만, 발급하는 서류가 10면을 초과하는 경우 제5호나목 및 다목에 따른 금액을 가 산한다.
3. 각종 서류의 증명 신청료
가. 온라인으로 신청하고 온라인으로 수령하는 경우: 무료
나. 그 밖의 경우: 매건 5백원
다. 가목 및 나목의 경우 복사가 필요한 첨부물이 있는 때에는 가목 및 나목에 따른 신청료 외에 권리별로 제5호 나목 및 다목에 따른 금액을 가산
4. 등록원부의 사본 또는 기록사항의 발급 신청료
가. 온라인으로 발급 신청하고 온라인으로 수령하는 경우: 무료
나. 그 밖의 경우: 매건 5백원. 다만, 발급하는 서류가 10면을 초과하는 경우 제5호나목 및 다목에 따른 금액을 가 산한다. 특허료 등의 징수규칙
5. 출원 관련서류, 등록 관련서류, 이의신청 관련서류, 심판 관련서류와 「특허법」 제63조의2, 「실용신안법」 제15조 에 따라 준용되는 「특허법」 제63조의2, 「디자인보호법」 제55조 또는 「상표법」 제49조에 따른 정보제공 관련서 류의 사본 발급 신청료 및 공보류(마이크로필름류 및 광디스크류를 포함한다) 또는 도서의 복사 신청료
가. 온라인으로 수령하는 경우(공보류 또는 도서의 복사를 제외한다) : 무료
나. 서면으로 수령하는 경우 : 매면 100원
다. 모사전송으로 수령하는 경우: 매면 300원
6. 삭제<2005. 3. 31.>
7. 삭제<2005. 3. 31.>
8. 삭제<2005. 3. 31.>
9. 심판 관련 멀티미디어 파일의 복사신청료
가. 온라인으로 복사신청하는 경우: 매건 9천원
나. 서면으로 복사신청하는 경우: 매건 1만원
10. 삭제<2005. 3. 31.>"
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제6조(그 밖의 수수료) ②	제1항제2호부터 제5호까지에 따른 각종 증서 또는 서류를 우편으로 발급 신청하는 경우에 우송에 드는 비용은 신청인의 부담으로 한다.<신설 2009. 12. 31., 2019. 7. 9.>
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ①	"특허료, 등록료 및 수수료의 감면에 관한 사항은 다음 각 호의 구분에 따른
다. <개정 2022. 2. 18.>
1. 특허료, 등록료 및 수수료의 면제: 별표 4
2. 특허료, 등록료 및 수수료의 감경: 별표 5
3. 특허료, 등록료 및 수수료의 한시적 감면: 별표 6"
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ②	삭제<2022. 2. 18.>
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ③	삭제<2022. 2. 18.>
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ④	삭제<2022. 2. 18.>
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ⑤	"다음 각 호의 어느 하나에 해당하는 자가 공동으로 출원하여 「특허법」제83조제1항제1호(「실용신안법」제20조에 따라 준용되는 경우를 포함한다) 또는「디자인보호법」제86조제1항제1호 및 이 규칙 제7조제1항 각 호 또는 제13조 제2항에 따른 감면을 받으려는 경우(공동으로 출원하는 자가 모두 해당 특허료, 등록료 또는 수수료의 감면 대상인 경우만 해당한다)에 감면율(제7조제1항 각 호에 따라 특허료, 등록료 및 수수료가 면제되는 경우 감면율을 100분의 100으로 한다)이 서로 다르면 각각의 감면율을 더하여 감면대상자수로 나누어 구한 평균감면율을 적용하여 감면한
다. 이 경우 소숫점 이하는 올림한다.<신설 2014. 2. 21., 2015. 7. 29., 2019. 7. 9., 2022. 2. 18.>
1. 삭제<2022. 2. 18.>
2. 별표 4부터 별표 7까지의 경우 중 어느 하나에 해당하는 자
3. 「특허법」 제83조제1항제1호에 따른 국가에 속하는 특허출원을 한 자, 「실용신안법」 제20조에 따라 준용되는 「 특허법」 제83조제1항제1호에 따른 국가에 속하는 실용신안등록출원을 한 자 또는 「디자인보호법」 제86조제1항 제1호에 따른 국가에 속하는 디자인등록출원을 한 자"
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ⑥	"제1항 각 호 또는 제13조제2항에 따른 감면을 받으려는 자는 출원시의 출원서, 「특허법」 제203조의 서면, 심사 청구시의 심사청구서, 심판청구시의 심판청구서 또는 권리설정등록 시와 4년차 분부터의 특허료 또는 등록료 납부 시의 특허(등록)료납부서 등에 감면의 사유와 그 대상 등을 적고, 다음 각 호의 구분에 따른 서류를 첨부하여 특허청 장 또는 특허심판원장에게 제출하여야 한다.<개정 2008. 12. 31., 2011. 12. 2., 2014. 2. 21., 2014. 12. 31., 2015. 7.
29., 2022. 2. 18., 2023. 2. 3.>
1. 별표 4 제1호부터 제8호까지 및 제12호에 해당하는 자의 경우에는 그 자격을 증명하는 서류 1통
2. 별표 4 제9호에 해당하는 자의 경우에는 재학증명서 1통 2의2. 별표 4 제11호에 해당하는 자의 경우에는 복무증명서 1통 특허료 등의 징수규칙
3. 별표 5부터 별표 7까지의 각 호에 해당하는 자의 경우에는 그 사실을 증명하는 서류 1통"
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ⑦	제6항에 따라 첨부하여야 하는 서류 중 「전자정부법」 제36조제1항에 따른 행정정보의 공동이용을 통하여 담당 공무원이 확인하도록 특허청장이 정하여 고시하는 서류는 이를 첨부하지 아니할 수 있다. 다만, 신청인이 확인에 동 의하지 아니하는 경우에는 해당 서류를 첨부하도록 하여야 한다.<개정 2010. 7. 27., 2010. 12. 30., 2014. 2. 21.>
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ⑧	"제6항에 따른 감면사유와 그 대상 등을 적지 아니하거나 이를 증명하는 서류를 첨부하지 아니한 이유 등으로 제 1항 각 호 및 제13조제2항에 따른 감면을 받지 못하고 납부한 자가 감면분을 반환받으려는 경우에는 출원ㆍ심사청 구ㆍ권리설정등록ㆍ권리범위확인심판청구 및 권리관계변경신고 등을 할 당시에 감면대상이었음을 증명하는 서류 와 별지 제3호 서식의 수수료 사후 감면 신청서를 그 반환의 대상이 되는 출원료, 심사청구료, 특허료ㆍ실용신안등 록료ㆍ디자인등록료, 심판청구료, 이전등록료 또는 출원인변경신고료 등을 납부한 날부터 5년 이내에 특허청장 또 는 특허심판원장에게 제출하여야 한다. 이 경우 신청서를 제출받은 특허청장 또는 특허심판원장은 「전자정부법」 제36조제1항에 따른 행정정보의 공동이용을 통하여 신청인의 입금계좌정보를 확인해야 하며, 신청인이 확인에 동 의하지 않는 경우에는 통장의 사본을 첨부하도록 해야 한다.<개정 2009. 7. 1., 2014. 2. 21., 2017. 2. 28., 2019. 12.
31., 2022. 2. 18.> [전문개정 2007. 12. 21.] [제목개정 2022. 2. 18.]  제7조의2(지식재산포인트의 부여ㆍ사용 및 환수)"
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ①	"특허청장은 특허권자, 실용신안권자, 디자인권자 또는 상표권자가 다음 각 호의 어느 하나에 해당하는 경우에는 특허청장이 정하여 고시하는 바에 따라 지식재산포인트를 부여할 수 있다. 다만, 제2호의 경우에는 2026년 12월 31일까지 지식재산포인트를 부여한다. <개정 2018. 4. 6., 2019. 7. 9.,
2021. 2. 15., 2022. 2. 18., 2023. 2. 3.>
1. 「중소기업기본법」 제2조제1항에 따른 중소기업(이하 “중소기업”이라 한다) 또는 「중견기업 성장촉진 및 경쟁력 강화에 관한 특별법」에 따른 중견기업을 대상으로 다음 각 목의 어느 하나에 해당하는 행위를 한 경우
가. 특허권ㆍ실용신안권 또는 디자인권을 무상으로 이전한 경우
나. 특허권ㆍ실용신안권 또는 디자인권에 대하여 무상으로 전용실시권을 설정하거나 무상으로 통상실시권을 허 락한 경우
2. 다음 각 목의 모든 금액의 연간 납부 총액이 특허청장이 정하여 고시하는 금액을 초과하는 경우(개인 또는 중소 기업만 해당한다)
가. 제2조제1항제1호에 따른 특허출원료, 제3조제1항제1호에 따른 실용신안등록출원료 및 제4조제1항제1호에 따른 디자인등록출원료
나. 제2조제1항제7호에 따른 특허심사청구료 및 제3조제1항제6호에 따른 실용신안심사청구료
다. 최초 3년분의 특허료ㆍ실용신안등록료 및 디자인등록료
3. 제8조제16항에 따라 특허료ㆍ등록료 또는 수수료를 자동납부하는 경우 등 특허청장이 정하여 고시하는 사항에 해당하는 경우"
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ②	삭제<2018. 4. 6.>
특허료 등의 징수규칙(산업통상자원부령)(제00592호)(20250101)	제7조(특허료, 등록료 및 수수료의 감면) ③	지식재산포인트를 보유하고 있는 자는 지식재산포인트를 받은 날부터 10년 이내에 특허료, 등록료 및 수수료(국 제출원수수료의 경우에는 제10조제1항제1호 및 제3호에 따른 송달료 및 조사료만 해당한다)의 전부 또는 일부를 지식재산포인트로 납부할 수 있다.<개정 2018. 4. 6., 2024. 12. 31.>
