법률규정	항목	내용
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제1장 총칙 제18조(절차의 속행통지)	"특허청장 또는 심판장은 법 제19조의 규정에 의하여 승계인에 대하여 특허에 관한 절차를 속 행하게 하고자 할 때에는 그 취지를 당사자에게 서면으로 통지하여야 한다. <개정 1998. 2. 23., 2001. 6. 30.>  제18조의2(절차의 수계신청) 법 제22조제1항의 규정에 의하여 절차의 수계를 신청하고자 하는 자는 별지 제11호서식 의 절차 수계신청서에 다음 각 호의 서류를 첨부하여 특허청장 또는 심판장에게 제출하여야 한다. <개정 2006. 12.
29.>
1. 수계의 원인을 증명하는 서류 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통 [본조신설 2002. 2. 28.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제1장 총칙 제19조(포기 또는 취하) ①	특허에 관한 절차를 밟은 자가 그 절차를 포기 또는 취하하고자 할 때에는 별지 제12호서식 의 포기서 또는 취하서를 특허청장에게 제출하여야 한다. <개정 2006. 12. 29.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제1장 총칙 제19조(포기 또는 취하) ②	법 제55조제1항의 규정에 의하여 우선권을 주장한 자가 그 우선권주장을 취하하고자 할 때에는 별지 제12호서식 의 취하서를 특허청장에게 제출하여야 한다.<신설 1993. 12. 31., 2006. 12. 29.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제1장 총칙 제19조(포기 또는 취하) ③	"대리인에 의하여 절차를 밟는 경우에는 제1항 또는 제2항의 규정에 의한 서식에 그 대리권을 증명하는 서류를 첨 부하여야 한다.<개정 1993. 12. 31., 2001. 6. 30.>  제19조의2(일부청구항의 포기) 법 제215조의2에 따라 청구항별로 포기하려는 자는 「특허권 등의 등록령 시행규칙」 별 지 제25호서식의 납부서에 그 취지를 적어 특허청장에게 제출하여야 한다. <개정 2005. 2. 11., 2006. 12. 29., 2014.
12. 30., 2017. 9. 22.> [본조신설 2001. 6. 30.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ①	"법 제42조제1항에 따라 특허출원을 하려는 자는 별지 제14호서식의 특허출원서에 다음 각 호 의 서류를 첨부하여 특허청장에게 제출하여야 한다. <개정 2001. 6. 30., 2006. 12. 29., 2014. 12. 30.>
1. 명세서ㆍ요약서 및 도면 각 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통
3. 기타 법령의 규정에 의한 증명서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ②	"제1항의 명세서는 별지 제15호서식, 요약서는 별지 제16호서식, 도면은 별지 제17호서식에 따른다.<개정 2006.
12. 29., 2009. 6. 30.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ③	"제1항제1호에 따른 명세서의 발명의 설명에는 다음 각 호의 사항이 포함되어야 한다.<개정 2014. 12. 30.>
1. 발명의 명칭
2. 기술분야
3. 발명의 배경이 되는 기술
4. 다음 각 목의 사항이 포함된 발명의 내용
가. 해결하려는 과제
나. 과제의 해결 수단
다. 발명의 효과
5. 도면의 간단한 설명
6. 발명을 실시하기 위한 구체적인 내용
7. 그 밖에 그 발명이 속하는 기술분야에서 통상의 지식을 가진 자가 그 발명의 내용을 쉽게 이해하기 위하여 필요 한 사항"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ④	"제3항제2호ㆍ제4호ㆍ제5호 및 제7호의 사항은 해당하는 사항이 없는 경우에는 그 사항을 생략할 수 있다.<신설
2007. 6. 29., 2014. 12. 30.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ⑤	제2항부터 제4항까지의 규정에도 불구하고 법 제42조의2제1항 후단에 따라 명세서에 청구범위를 적지 않고 출 원할 때에는 특허출원서에 제2항부터 제4항까지의 기재방법을 따르지 않고 발명의 설명을 적은 명세서(이하 “임시 명세서”라 한다)를 첨부하여 제출할 수 있다. 이 경우 임시 명세서를 전자문서로 제출하기 위해서는 특허청장이 정 하여 고시하는 파일 형식을 따라야 한다.<신설 2020. 3. 30.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ⑥	제5항에 따라 임시 명세서를 제출하는 경우에는 특허출원서에 그 취지를 기재해야 하며, 법 제47조에 따라 임시 명세서를 보정할 때에는 별지 제9호서식의 보정서에 제2항부터 제4항까지의 규정에 따른 명세서, 요약서 및 필요한 도면을 첨부하여 특허청장에게 제출해야 한다.<신설 2020. 3. 30.> [전문개정 1998. 12. 31.] [제목개정 2001. 6. 30.]  제21조의2(외국어특허출원의 언어 등)
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ①	"법 제42조의3제1항에서 “산업통상자원부령으로 정하는 언어”란 영어를 말한
다."
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ②	법 제42조의3제1항에 따라 명세서 및 도면을 제1항에 따른 언어로 적으려는 자는 그 취지를 별지 제14호서식의 특허출원서에 적어야 한다. [본조신설 2014. 12. 30.] [종전 제21조의2는 제21조의4로 이동 <2014. 12. 30.>]  제21조의3(외국어특허출원의 국어번역문 제출 등)
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ①	"법 제42조의3제1항에 따라 명세서 및 도면을 국어가 아닌 언어로 적은 특허출원(이하 “외국어특허출원”이라 한다)의 국어번역문을 제출하려는 경우에는 별지 제13호서식의 서류제출 서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출하여야 한다.
1. 법 제42조의3제1항에 따라 제출한 명세서 및 도면의 국어번역문 각 1통 특허법 시행규칙
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ②	"법 제42조의3제3항에 따라 새로운 국어번역문을 제출하려는 경우에는 별지 제13호서식의 서류제출서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출하여야 한다.
1. 법 제42조의3제1항에 따라 제출한 명세서 및 도면의 새로운 국어번역문 각 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ③	"법 제42조의3제6항에 따라 국어번역문의 잘못된 번역을 정정하려는 자는 별지 제17호의2서식의 국어번역문 오 역정정서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출하고 「특허료 등의 징수규칙」(이하 “징수규칙”이라 한 다) 제2조제1항제10호의2에 따른 수수료를 납부하여야 한다.
1. 정정사항에 대한 설명서 1통
2. 대리인에 의하여 특허에 관한 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통 [본조신설 2014. 12. 30.]  제21조의4(핵산염기 서열 또는 아미노산 서열을 포함한 특허출원)"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ①	핵산염기 서열 또는 아미노산 서열(이하 “서열”이 라 한다)을 포함한 특허출원을 하려는 자는 특허청장이 정하는 방법에 따라 작성한 서열목록(이하 “서열목록”이라 한다)을 수록한 전자파일(이하 “서열목록전자파일”이라 한다)을 특허청장이 정하는 방법에 따라 작성하여 특허출원 서에 첨부해야 한다. <개정 2022. 7. 1.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ②	제1항에 따라 특허출원서에 서열목록전자파일이 첨부된 경우에는 명세서의 발명의 설명에 서열목록전자파일에 수록된 서열목록을 기재한 것으로 본다.<신설 2022. 7. 1.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ③	서열을 포함하는 특허출원의 보정에 관하여는 제1항을 준용한다.<개정 2022. 7. 1.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제21조(특허출원서 등) ④	"제3항에 따라 서열목록전자파일을 보정한 경우에는 법 제47조에 따라 명세서를 보정한 것으로 본다.<신설
2022. 7. 1.> [전문개정 2013. 1. 3.] [제21조의2에서 이동 <2014. 12. 30.>]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제22조(미생물의 수탁번호변경신고)	"영 제2조제3항에 따라 새로운 수탁번호를 신고하려는 자는 별지 제18호서식의 미 생물수탁번호 변경신고서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출하여야 한다. <개정 1998. 12. 31.,
2006. 12. 29., 2014. 12. 30.>
1. 새로운 수탁번호를 증명하는 서류 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통 [전문개정 1993. 12. 31.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제23조(미생물의 분양절차)	영 제4조제1항에 따라 미생물의 분양을 받으려는 자는 별지 제19호서식의 증명신청서를 특허청장에게 제출해야 한다. 이 경우 대리인에 의하여 절차를 밟는 때에는 그 대리권을 증명하는 서류 1통을 첨부 해야 한다. [전문개정 2022. 4. 19.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제24조(특허출원번호 등의 통지)	"특허청장은 특허출원서를 수리하였을 때에는 다음 각 호의 사항을 기재한 특허출원번 호통지서를 특허출원인에게 통지해야 한다.
1. 특허출원번호
2. 특허출원일자
3. 세계지식재산기구의 전자적 접근 서비스(DAS, Digital Access Service)를 통해 파리조약 제4조D(1)에 따른 우선권 을 주장하기 위한 증명서류를 송달하려는 경우 해당 전자적 접근 서비스에 접근하기 위하여 필요한 고유번호(이 하 “접근코드”라 한다)로서 특허청장이 부여하는 접근코드 [전문개정 2020. 7. 1.] 특허법 시행규칙"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제25조(우선권증명서류의 제출 등) ①	"법 제54조제4항에 따른 서류 또는 서면의 제출은 별지 제13호서식의 서류제출서 에 따른다. 이 경우 대리인에 의하여 절차를 밟는 때에는 그 대리권을 증명하는 서류 1통을 첨부하여야 한다. <개정
2005. 2. 11., 2006. 9. 29., 2006. 12. 29., 2014. 12. 30.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제25조(우선권증명서류의 제출 등) ②	법 제54조제4항 각 호 외의 부분 단서 중 “산업통상자원부령이 정하는 국가”란 특허청과 외국의 특허업무를 담당 하는 행정기관간에 우선권증명서류를 전자적 매체에 의하여 교환할 수 있는 체제가 구축된 국가로서 특허청장이 고시하는 국가를 말한다.<개정 2008. 9. 30., 2013. 3. 23.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제25조(우선권증명서류의 제출 등) ③	"특허청장 또는 특허심판원장은 심사ㆍ특허취소신청 또는 심판을 위하여 필요한 경우 법 제54조제1항의 규정에 의하여 우선권주장을 한 자에 대하여 기간을 정하여 우선권증명서류에 대한 국어번역문을 제출하도록 명할 수 있
다.<신설 2005. 2. 11., 2017. 2. 28.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제25조(우선권증명서류의 제출 등) ④	제3항에 따라 제출명령을 받은 자가 그 국어번역문을 제출하려는 경우에는 별지 제13호서식의 서류제출서에 따 른다. 다만, 우선권주장에 관한 서류 중 명세서 및 도면의 기재내용이 법 제42조제2항에 따른 특허출원서에 첨부된 명세서 및 도면의 기재내용과 동일한 부분에 대하여는 그 취지를 기재하고 국어번역문의 제출을 생략할 수 있다. <신설 2005. 2. 11., 2006. 12. 29., 2007. 6. 29., 2014. 12. 30.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제25조(우선권증명서류의 제출 등) ⑤	삭제<2017. 9. 22.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제25조(우선권증명서류의 제출 등) ⑥	법 제54조제4항제2호에서 “그 밖에 출원을 확인할 수 있는 정보 등 산업통상자원부령으로 정하는 사항”이란 최 초로 출원한 국가에서 부여한 접근코드를 말한다.<개정 2017. 9. 22., 2020. 7. 1.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제25조(우선권증명서류의 제출 등) ⑦	제1항에도 불구하고 법 제54조제4항제2호에 따른 서면의 제출은 특허출원서에 최초로 출원한 국가의 특허출원 의 출원번호 및 접근코드를 적음으로써 별지 제13호서식의 서류제출서를 갈음할 수 있다.<신설 2014. 12. 30.> [전문개정 2001. 6. 30.] [제목개정 2005. 2. 11.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제26조(특허출원인변경의 신고) ①	"법 제38조제4항 또는 제5항에 따라 출원인의 특허출원인변경신고를 하려는 자는 별 지 제20호서식의 권리관계 변경신고서에 다음 각 호의 서류를 첨부하여 그 특허출원의 등록 전까지 특허청장에게 제출하여야 한다. <개정 1993. 12. 31., 1998. 12. 31., 1999. 7. 1., 2001. 6. 30., 2002. 2. 28., 2006. 12. 29., 2014. 12.
30.>
1. 특허출원인변경의 원인을 증명하는 서류 1통
2. 삭제<2001. 6. 30.>
3. 제3자의 허가ㆍ인가ㆍ동의ㆍ승낙이 필요한 경우에는 이를 받았음을 증명하는 서류 1통
4. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제26조(특허출원인변경의 신고) ②	동일한 특허출원인이 2 이상의 특허출원에 대하여 제1항의 규정에 의한 특허출원인변경신고를 하고자 하는 경우 에는 그 신고의 내용이 동일한 경우에 한하여 하나의 신고서로 제출할 수 있다.<신설 2001. 6. 30.> [제목개정 2001. 6. 30.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제27조(지분등의 기재) ①	2인이상이 공동으로 특허출원을 하거나 법 제38조제4항 또는 제5항의 규정에 의한 특허출원 인변경신고를 하는 경우로서 특허출원인 또는 그 승계인의 권리에 관하여 지분을 정하고 있는 때 또는 「민법」 제 268조제1항단서의 규정에 의한 계약이 있는 때에는 그 특허출원서 또는 권리관계 변경신고서에 그 취지를 기재하고 이를 증명하는 서류를 특허청장에게 제출하여야 한다. <개정 2001. 6. 30., 2005. 2. 11., 2006. 12. 29.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제27조(지분등의 기재) ②	"출원인의 지분을 변경하고자 하는 자는 별지 제20호서식의 권리관계 변경신고서에 다음 각 호의 서류를 첨부하 여 특허청장에게 제출하여야 한다.<신설 1998. 12. 31., 2006. 12. 29.>
1. 지분변경원인을 증명하는 서류 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제28조(발명자의 추가 등) ①	특허출원인이 착오로 인하여 특허출원서에 발명자의 기재를 일부 누락하거나 잘못 적은 경우에는 발명자를 추가 또는 정정할 수 있다. 다만, 특허출원인은 법 제66조에 따른 특허결정이 있는 때부터 법 제 87조제1항에 따른 특허권의 설정등록을 받기 전까지는 발명자를 추가할 수 없고 발명자의 동일성이 유지되지 않는 특허법 시행규칙 경우 발명자를 정정할 수 없다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제28조(발명자의 추가 등) ②	"특허출원인은 제1항에 따라 발명자를 추가 또는 정정하려는 경우에는 별지 제9호서식의 보정서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출해야 한다. 다만, 특허출원서에 적은 발명자의 기재가 일부 누락되거나 발명자 를 잘못 적은 것임이 명백한 경우에는 제2호에 따른 서류를 첨부하지 않을 수 있다.
1. 발명자의 추가 또는 정정 이유를 기재한 설명서 1통
2. 특허출원인 및 추가 또는 정정의 대상이 되는 발명자가 서명 또는 날인한 확인서류 1통. 다만, 발명자의 사망 등 으로 서명 또는 날인이 불가한 특별한 사유가 있는 경우에는 그 사유를 확인서류에 기재하고 서명 또는 날인을 생략할 수 있다.
3. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제28조(발명자의 추가 등) ③	"특허권자는 법 제87조제1항에 따른 특허권의 설정등록을 받은 이후에 제1항 본문에 따라 발명자를 추가 또는 정 정하려는 경우에는 별지 제29호서식의 정정발급신청서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출해야 한
다.
1. 발명자의 추가 또는 정정 이유를 기재한 설명서 1통
2. 특허권자 및 신청 전ㆍ후 발명자 전원이 서명 또는 날인한 확인서류 1통
3. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제28조(발명자의 추가 등) ④	"제3항에도 불구하고 특허권자는 다음 각 호의 어느 하나에 해당하는 경우에는 같은 항 제2호에 따른 서류를 첨 부하지 않을 수 있다.
1. 특허출원서에 적은 발명자의 기재가 일부 누락된 경우
2. 발명자를 잘못 적은 것임이 명백한 경우
3. 특허권자가 법 제99조의2제2항에 따라 특허권 이전등록을 받은 자인 경우 [전문개정 2024. 10. 31.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제29조(분할출원) ①	"법 제52조제1항의 규정에 의하여 분할출원을 하고자 하는 자는 별지 제14호서식의 특허출원서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출하여야 한다. <개정 1998. 12. 31., 1999. 7. 1., 2001. 6. 30., 2006.
9. 29., 2006. 12. 29.>
1. 명세서ㆍ요약서 및 도면 각 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통
3. 기타 법령의 규정에 의한 증명서류 1통
4. 삭제<2006. 9. 29.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제29조(분할출원) ②	"제1항제1호의 명세서는 별지 제15호서식, 요약서는 별지 제16호서식, 도면은 별지 제17호서식에 따른다.<개정
2006. 12. 29., 2009. 6. 30.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제29조(분할출원) ③	삭제<2017. 9. 22.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제29조(분할출원) ④	삭제<1998. 12. 31.>  제29조의2(분리출원)
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제29조(분할출원) ①	"법 제52조의2제1항에 따라 분리출원을 하려는 자는 별지 제14호서식의 특허출원서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출해야 한다.
1. 명세서ㆍ요약서 및 도면 각 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통
3. 그 밖의 법령에 따른 증명서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제29조(분할출원) ②	제1항제1호의 명세서는 별지 제15호서식, 요약서는 별지 제16호서식, 도면은 별지 제17호서식에 따른다. [본조신설 2022. 4. 19.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제30조(변경출원) ①	"법 제53조제1항에 따라 실용신안등록출원을 기초로 특허출원으로 변경출원하려는 자는 별지 제 14호서식의 특허출원서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출하여야 한다. <개정 2006. 12. 29.> 특허법 시행규칙
1. 명세서ㆍ요약서 및 도면 각 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통
3. 그 밖의 법령에 따른 증명서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제30조(변경출원) ②	"제1항제1호의 명세서는 별지 제15호서식, 요약서는 별지 제16호서식, 도면은 별지 제17호서식에 따른다.<개정
2006. 12. 29., 2009. 6. 30.> [전문개정 2006. 9. 29.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제31조(정당한 권리자의 출원) ①	"법 제34조 또는 법 제35조의 규정에 의하여 정당한 권리자가 특허출원을 하고자 할 때에는 별지 제14호서식의 특허출원서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출하여야 한다. <개정
1998. 12. 31., 2002. 2. 28., 2006. 12. 29.>
1. 명세서ㆍ요약서 및 도면 각 1통
2. 정당한 권리자임을 증명하는 서류 1통
3. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제31조(정당한 권리자의 출원) ②	"제1항제1호의 명세서는 별지 제15호서식, 요약서는 별지 제16호서식, 도면은 별지 제17호서식에 따른다.<개정
2006. 12. 29., 2009. 6. 30.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제31조(정당한 권리자의 출원) ③	삭제<1998. 12. 31.>  제32조 삭제 <2006. 9. 29.>  제33조 삭제 <2024. 10. 31.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제34조(협의결과 신고) ①	"법 제36조제6항에 따라 하나의 특허출원을 정하여 신고를 하는 자 또는 법 제38조제6항에 따 라 하나의 출원인 변경신고를 정하여 신고를 하는 자는 별지 제20호서식의 권리관계 변경신고서에 다음 각 호의 서 류를 첨부하여 특허청장에게 제출하여야 한다. <개정 2006. 12. 29., 2008. 12. 31.>
1. 경합자 전원이 기명한 후 서명 또는 날인한 협의사실을 증명하는 서류 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제34조(협의결과 신고) ②	제1항의 규정에 의한 신고서를 제출할 때에는 경합된 출원 또는 출원인 변경신고에 대하여 협의결과에 따른 절차 를 동시에 취하여야 한다.<개정 2006. 12. 29.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제35조(외국에의 특허출원 허가신청)	영 제15조제2항에 따라 외국에의 특허출원을 하려는 자는 별지 제21호서식의 신 청서를 특허청장에게 제출하여야 한다. 이 경우 대리인에 의하여 절차를 밟는 때에는 그 대리권을 증명하는 서류 1통을 첨부하여야 한다. <개정 2006. 12. 29.> [전문개정 2006. 9. 29.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제36조(우선권주장을 위한 서류 등의 발급) ①	외국에 특허출원을 하려는 자가 그 특허출원에 관하여 파리조약 제4조 D(1)에 따른 우선권을 주장하기 위하여 그 증명서의 발급을 신청하거나 접근코드의 부여를 신청하려는 경우에는 별 지 제19호서식의 신청서를 특허청장에게 제출해야 한다. <개정 2009. 6. 30., 2014. 12. 30., 2017. 9. 22., 2020. 7. 1.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제2장 특허출원 제36조(우선권주장을 위한 서류 등의 발급) ②	제1항에 따른 증명서의 발급 또는 접근코드 부여의 신청에 관한 절차를 대리인에 의하여 밟는 경우에는 제1항에 따른 서식에 그 대리권을 증명하는 서류를 첨부하여야 한다.<개정 2001. 6. 30., 2017. 9. 22.> [제목개정 2014. 12. 30.]
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제3장 심사 제37조(특허출원심사의 청구) ①	"법 제60조에 따른 특허출원심사의 청구는 별지 제22호서식의 심사청구서에 따른다. 다 만, 특허출원과 동시에 특허출원심사의 청구를 하는 경우(청구범위가 기재된 명세서가 첨부된 경우로 한정한다)에는 출원서에 그 취지를 기재함으로써 그 청구서에 갈음할 수 있다. <개정 1993. 12. 31., 2006. 12. 29., 2007. 6. 29.,
2014. 12. 30.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제3장 심사 제37조(특허출원심사의 청구) ②	"대리인에 의하여 절차를 밟는 경우에는 제1항의 규정에 의한 서식에 그 대리권을 증명하는 서류를 첨부하여야 한
다.<개정 2001. 6. 30.>  제37조의2(특허출원에 관한 재심사의 청구)"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제3장 심사 제37조(특허출원심사의 청구) ①	법 제67조의2제1항 본문에 따라 재심사를 청구하려는 자는 그 취지를 적은 별지 제9호서식의 보정서를 특허청장에게 제출하여야 한다.
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제3장 심사 제37조(특허출원심사의 청구) ②	"대리인에 의하여 절차를 밟는 경우에는 제1항에 따른 서식에 그 대리권을 증명하는 서류를 첨부하여야 한다. [본조신설 2009. 6. 30.] [종전 제37조의2는 제37조의3으로 이동 <2009. 6. 30.>]  제37조의3(심사참고자료) 특허출원인이 심사참고자료를 제출하고자 하는 경우에는 별지 제23호서식의 정보제출서에 다음 각 호의 서류를 첨부하여 특허청장ㆍ특허심판원장 또는 심판장에게 제출할 수 있다. <개정 2003. 5. 17., 2006.
12. 29.>
1. 참고자료 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통 [본조신설 1998. 12. 31.] 특허법 시행규칙 [제37조의2에서 이동 <2009. 6. 30.>]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제3장 심사 제38조(심사의 순위) ①	"특허출원에 대한 심사는 법 제59조제1항에 따른 출원심사의 청구순위에 따른다. <개정 2014.
4. 10.>"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제3장 심사 제38조(심사의 순위) ②	"제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 특허청장이 정하는 바에 따라 심사한다.<개정
2022. 4. 19., 2024. 10. 31.>
1. 심사청구된 특허출원을 법 제52조에 따라 분할출원하여 심사청구한 경우
2. 심사청구된 특허출원을 법 제52조의2에 따라 분리출원하여 심사청구한 경우
3. 심사청구된 실용신안등록출원을 법 제53조에 따라 특허출원으로 변경출원하여 심사청구한 경우"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제3장 심사 제38조(심사의 순위) ③	삭제<2019. 6. 10.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제3장 심사 제39조(우선심사의 신청)	"법 제61조, 「규제자유특구 및 지역특화발전특구에 관한 규제특례법」 제55조 또는 「첨단의료 복합단지 육성에 관한 특별법」 제26조에 따라 우선심사를 신청하고자 하는 자는 별지 제22호서식의 우선심사신청 서에 다음 각 호의 서류를 첨부하여 특허청장에게 제출해야 한다. <개정 2006. 12. 29., 2008. 9. 30., 2020. 3. 30.>
1. 특허청장이 정하는 사항을 기재한 우선심사신청설명서 1통
2. 대리인에 의하여 절차를 밟는 경우에는 그 대리권을 증명하는 서류 1통 [전문개정 1999. 7. 1.]"
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제3장 심사 제40조(동일출원의 심사) ①	동일한 발명에 대하여 다른 날에 둘 이상의 특허출원이 있는 경우에는 선출원이 처리되거 나 출원공개 또는 등록공고 될 때까지 후출원의 심사를 보류하여야 한다. 다만, 선출원을 거절할 이유와 동일한 이유 에 의하여 후출원을 거절하는 경우에는 그러하지 아니하다. <개정 1997. 7. 1., 2014. 12. 30., 2019. 6. 10.>
특허법 시행규칙(산업통상자원부령)(제00579호)(20241101)	제3장 심사 제40조(동일출원의 심사) ②	"심사관이 제1항에 따라 심사를 보류하려는 경우에는 특허청장이 지정한 심사장의 확인을 받아야 한다.<신설
2019. 6. 10.>  제40조의2(특허여부결정의 보류)"
