법률규정	항목	내용
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제10조(산업재산정보국) ⑤	"산업재산데이터관리과장은 다음 사항을 분장한다.<개정 2015. 1. 6., 2015. 12. 30., 2021. 7. 27., 2023. 4. 11.,
2024. 6. 13.>
1. 산업재산 정보의 활용ㆍ보급에 관한 계획의 수립ㆍ조정
2. 산업재산 정보 데이터베이스의 구축에 관한 기본계획의 수립ㆍ조정
3. 산업재산 정보 데이터베이스의 품질관리에 관한 정책의 수립ㆍ운영 및 관리
4. 산업재산 정보 데이터베이스의 구축ㆍ관리
5. 삭제<2019. 11. 1.>
6. 산업재산 공보의 생성ㆍ발간 및 배포
7. 산업재산 정보 데이터베이스의 구매 및 교환
8. 특허영문초록의 생성ㆍ발간 및 배포
9. 산업재산에 관한 국내외 자료의 수집ㆍ분류ㆍ보관 및 보급
10. 문서의 편찬ㆍ보존 및 관리와 특허청 소관 기록관의 운영ㆍ관리
11. 행정정보의 공개에 관한 사항
12. 산업재산 검색시스템의 구축 및 운영에 관한 사항 12의2. 산업재산 정보 서비스의 개발 및 상용화 촉진 12의3. 산업재산 정보의 관리 및 활용과 관련된 기술, 서비스 및 소프트웨어에 대한 연구ㆍ개발 지원
13. 그 밖에 산업재산 정보관리에 관한 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제10조(산업재산정보국) ⑥	삭제<2015. 12. 30.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제10조(산업재산정보국) ⑦	"산업재산출원과장은 다음 사항을 분장한다.<개정 2023. 4. 11., 2024. 6. 13.>
1. 산업재산 출원에 대한 방식심사 처리계획의 수립
2. 산업재산 출원 관련 제도의 운영
3. 산업재산 국내 출원서류 및 중간서류의 방식심사 특허청과 그 소속기관 직제 시행규칙
4. 출원에 관한 보정 및 반려
5. 출원의 취하에 관한 사항
6. 심사청구기간 만료예고의 통지
7. 출원에 관한 공시송달
8. 출원 관련 서류의 보관 및 열람제공
9. 특허권 존속기간 연장등록출원서의 방식심사
10. 상표등록이의신청서의 방식심사
11. 산업재산에 관한 민원상담 및 안내
12. 산업재산 출원서류ㆍ등록서류 및 중간서류의 접수
13. 산업재산 출원ㆍ등록에 관한 각종 증명서와 등ㆍ초본의 발급
14. 그 밖의 출원에 관한 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제10조(산업재산정보국) ⑧	"산업재산등록과장은 다음 사항을 분장한다.<개정 2021. 7. 27., 2023. 4. 11.>
1. 산업재산권 등록에 대한 방식심사 처리계획의 수립
2. 산업재산권 등록 관련 제도의 운영
3. 산업재산권의 등록에 관한 법령의 운영
4. 등록에 관한 서류의 발송 및 보존
5. 등록신청서의 방식심사
6. 디자인무심사등록이의신청서의 방식심사
7. 권리의 설정ㆍ이전ㆍ변경 및 소멸 등록
8. 권리자의 등록명의인 표시변경
9. 특허증 및 등록증의 발급
10. 각종 등록원부의 비치ㆍ보관
11. 등록에 관한 공시송달
12. 각종 등록원부의 열람
13. 이의신청, 심판 및 재심청구, 특허법원에의 제소 및 상고의 예고등록과 확정등록
14. 촉탁에 의한 등록
15. 특허고객상담센터의 운영 및 관리
16. 산업재산권에 관한 국민신문고의 운영 및 관리
17. 그 밖의 등록에 관한 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제10조(산업재산정보국) ⑨	"산업재산국제출원과장은 다음 사항을 분장한다.<개정 2015. 5. 26., 2022. 12. 23., 2023. 4. 11., 2024. 6. 13.>
1. 산업재산 국제출원에 대한 방식심사 처리계획의 수립
2. 산업재산 국제출원 관련 제도의 운영
3.「특허협력조약」에 따른 국제특허 출원서류의 방식심사
4. 국제출원일, 출원번호의 부여 및 통지
5. 우선권증명서류 등 중간서류의 방식심사
6. 삭제<2015. 1. 6.>
7. 지정관청에 의한 국내진입 국제출원서류의 방식심사
8. 「표장의 국제등록에 관한 마드리드협정에 대한 의정서」에 따른 국제상표 출원서류의 방식심사
9. 「표장의 국제등록에 관한 마드리드협정에 대한 의정서」에 따른 의견서 등 중간서류 및 국제상표등록이의신청서 의 방식심사 9의2. 「산업디자인의 국제등록에 관한 헤이그협정」에 따른 국제디자인 출원서류의 방식심사 9의3. 「산업디자인의 국제등록에 관한 헤이그협정」에 따른 의견서 등 중간서류 및 국제디자인등록 이의신청서의 방식심사 특허청과 그 소속기관 직제 시행규칙
10. 국제출원 관련 국제사무국과의 업무협력 10의2. 삭제<2022. 12. 23.> 10의3. 삭제<2022. 12. 23.>
11. 그 밖의 국제출원에 관한 사항 [제목개정 2023. 4. 11.]"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ①	상표디자인심사국장은 고위공무원단에  속하는 일반직공무원으로 보하되, 그 직위의 직 무등급은 나등급으로 한다.
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ②	상표디자인심사국에 상표심사정책과, 디자인심사정책과, 생활용품상표심사과, 화학식품상표심사과, 전문서비스 상표심사과, 일반서비스상표심사팀, 기계전자상표심사팀, 국제상표심사팀, 생활디자인심사과 및 산업디자인심사팀 을 두되, 각 과장은 부이사관 또는 서기관으로 보하고, 각 팀장은 서기관ㆍ행정사무관 또는 사서사무관으로 보한다. <개정 2016. 8. 26., 2019. 11. 1., 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ③	"상표심사정책과장은 다음 사항을 분장한다.
1. 상표등록출원에 대한 심사처리계획의 수립
2. 「상표법」, 상표심사기준 및 상표제도의 운영ㆍ연구
3. 국제상표심사기준 및 국제상표제도의 운영ㆍ연구
4. 상표등록출원에 대한 심사 관리 체계의 구축ㆍ운영
5. 상표등록출원에 대한 심사의 분석 및 통계관리
6. 「상표법」 제10조에 따른 상품류 구분에 대한 기준 및 제도의 운영ㆍ연구
7. 상표등록출원ㆍ국제상표등록출원의 분류
8. 상표등록출원ㆍ국제상표등록출원 심사자료의 관리
9. 상표의 조사ㆍ분석 등 심사 지원에 관한 사항
10. 그 밖에 국내 다른 과 및 팀의 소관에 속하지 아니하는 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ④	"디자인심사정책과장은 다음 사항을 분장한다.<개정 2015. 5. 26., 2019. 11. 1.>
1. 디자인등록출원에 대한 심사처리계획의 수립
2.「디자인보호법」, 디자인심사기준 및 디자인제도의 운영ㆍ연구 2호의2. 국제디자인심사기준 및 국제디자인제도의 운영ㆍ연구
3. 디자인등록출원에 대한 심사 관리 체계의 구축ㆍ운영
4. 디자인등록출원에 대한 심사의 분석 및 통계관리
5. 디자인분류 기준 및 제도의 운영ㆍ연구
6. 삭제<2015. 5. 26.>
7. 디자인등록출원ㆍ국제디자인등록출원의 분류 7의2. 디자인등록출원ㆍ국제디자인등록출원 심사자료 및 공지디자인 관리 7의3. 국제디자인에 관한 심사
8. 디자인의 조사ㆍ분석 등 심사 지원에 관한 사항
9. 그 밖에 디자인의 심사에 관한 업무 중 생활디자인심사과 및 산업디자인심사팀의 소관에 속하지 아니하는 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ⑤	생활용품상표심사과장은 의류 등 생활용품 분야의 상표출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무 를 분장한다.<개정 2019. 11. 1.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ⑥	화학식품상표심사과장은 화장품 등 화학 및 식품 분야의 상표출원에 관한 심사 및 소관 심사 분야 관련 동향조 사 사무를 분장한다.<신설 2019. 11. 1.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ⑦	전문서비스상표심사과장은 금융, 의료, 법무, 연구, 통신 등과 관련된 전문서비스업 분야의 상표출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2019. 11. 1., 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ⑧	일반서비스상표심사팀장은 도ㆍ소매업, 식음료업, 숙박업 등과 관련된 일반서비스업 분야의 상표출원에 관한 심 사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<신설 2025. 2. 28.> 특허청과 그 소속기관 직제 시행규칙
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ⑨	기계전자상표심사팀장은 전기전자상품 등 기계 및 전자 분야의 상표출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2019. 11. 1., 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ⑩	"국제상표심사팀장은 국제상표등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<신설
2019. 11. 1., 2025. 2. 28.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ⑪	생활디자인심사과장은 생활용품 분야의 디자인출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장 한다.<신설 2019. 11. 1., 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제11조(상표디자인심사국) ⑫	산업디자인심사팀장은 산업용품 분야의 디자인출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장 한다.<신설 2019. 11. 1., 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ①	특허심사기획국장은 고위공무원단에 속하는 일반직공무원으로 보하되, 그 직위의 직무등급 은 나등급으로 한다.
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ②	"특허심사기획국에 특허심사총괄과, 특허제도과, 생활용품심사과, 식품생물자원심사과, 주거기반심사과, 가전제 품심사과 및 국제특허출원심사팀을 두며, 특허심사총괄과장, 특허제도과장, 생활용품심사과장, 식품생물자원심사과 장, 주거기반심사과장 및 가전제품심사과장은 부이사관ㆍ과학기술서기관 또는 서기관으로 보하고, 국제특허출원심 사팀장은 과학기술서기관ㆍ서기관ㆍ공업사무관ㆍ농업사무관ㆍ임업사무관ㆍ수의사무관ㆍ해양수산사무관ㆍ기상사 무관ㆍ보건사무관ㆍ의료기술사무관ㆍ의무사무관ㆍ약무사무관ㆍ환경사무관ㆍ항공사무관ㆍ시설사무관ㆍ전산사무 관ㆍ방송통신사무관ㆍ행정사무관 또는 사서사무관으로 보한다.<개정 2019. 11. 1., 2022. 3. 4., 2022. 5. 10., 2022.
12. 23., 2023. 8. 30., 2025. 2. 28.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ③	"특허심사총괄과장은 다음 사항을 분장한다.<개정 2015. 1. 6., 2019. 11. 1., 2022. 3. 4., 2023. 4. 11.>
1. 특허출원ㆍ실용신안등록출원 및 「특허협력조약」에 따른 국제출원(이하 이 조에서 “국제출원”이라 한다)에 대한 심사처리계획의 수립ㆍ조정
2. 특허출원ㆍ실용신안등록출원 및 국제출원에 대한 심사 관리 체계의 구축ㆍ운영
3. 특허출원ㆍ실용신안등록출원 및 국제출원의 심사처리에 관한 분석
4. 특허출원ㆍ실용신안등록출원 및 국제출원에 대한 선행기술조사 사무 및 각 기술분야별 기술동향조사 사무의 총 괄
5. 특허출원ㆍ실용신안등록출원 및 국제출원에 대한 분류
6. 국제특허분류제도의 운영ㆍ연구
7. 삭제<2015. 12. 30.>
8. 특허심사기획국ㆍ디지털융합심사국ㆍ전기통신심사국ㆍ화학생명심사국ㆍ기계금속심사국 및 반도체심사추진단 에 공동으로 관련되어 주무 부서를 결정하기가 곤란한 분야의 특허출원ㆍ실용신안등록출원에 대한 심사"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ④	"특허제도과장은 다음 사항을 분장한다.<개정 2022. 3. 4.>
1. 특허출원ㆍ실용신안등록출원 및 국제출원과 그 심사에 관련된 법령ㆍ제도의 운영 및 연구에 관한 사항
2. 특허출원ㆍ실용신안등록출원 및 국제출원 심사기준의 총괄ㆍ조정과 심사지침서ㆍ업무편람의 발간
3. 특허출원ㆍ실용신안등록출원의 우선심사제도의 운영
4. 특허기술상 운영에 관한 사항
5. 그 밖에 특허출원ㆍ실용신안등록출원 및 국제출원 제도에 관한 사항"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑤	생활용품심사과장은 생활가구, 생활잡화, 스포츠레저 및 생활뷰티용품 분야의 특허출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2019. 11. 1., 2023. 6. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑥	식품생물자원심사과장은 식품제조, 식품보존, 생물자원, 식물자원 및 동물자원 분야의 특허출원ㆍ실용신안등록 출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2019. 11. 1.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑦	주거기반심사과장은 주거환경, 주거구조, 주거건축, 주거생활 및 주거안전 분야의 특허출원ㆍ실용신안등록출원 에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2019. 11. 1.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑧	"가전제품심사과장은 냉동냉장기기, 세탁건조기기, 카메라표시장치 및 발광다이오드(LED) 광전소자 분야의 특허 출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2019. 11. 1., 2023. 특허청과 그 소속기관 직제 시행규칙
6. 28.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑨	삭제<2019. 11. 1.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑩	"국제특허출원심사팀장은 다음 사항을 분장한다.<개정 2015. 12. 30., 2025. 2. 28.>
1. 국제출원에 대한 국제조사 및 국제예비심사 관련 서류의 방식심사
2. 국제출원에 대한 국제조사 및 국제예비심사와 소관 심사 분야 관련 동향조사"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑪	삭제<2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑫	삭제<2022. 12. 23.>  제12조의2(디지털융합심사국)
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ①	디지털융합심사국장은 고위공무원단에 속하는 일반직공무원으로 보하되, 그 직위의 직무등급은 나등급으로 한다. <개정 2023. 4. 11.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ②	디지털융합심사국에 인공지능빅데이터심사과, 사물인터넷심사과, 바이오기반심사과, 지능형로봇심사과, 자율주 행심사팀, 스마트제조심사팀, 바이오진단분석심사팀, 바이오의약심사팀, 헬스케어기기심사팀 및 헬스케어데이터심 사팀을 두되, 각 과장은 부이사관ㆍ과학기술서기관 또는 서기관으로 보하고, 각 팀장은 과학기술서기관ㆍ서기관ㆍ 공업사무관ㆍ농업사무관ㆍ임업사무관ㆍ수의사무관ㆍ해양수산사무관ㆍ기상사무관ㆍ보건사무관ㆍ의료기술사무관 ㆍ의무사무관ㆍ약무사무관ㆍ환경사무관ㆍ항공사무관ㆍ시설사무관ㆍ전산사무관ㆍ방송통신사무관ㆍ행정사무관 또 는 사서사무관으로 보한다.<개정 2023. 4. 11., 2023. 8. 30., 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ③	인공지능빅데이터심사과장은 머신러닝, 딥러닝, 영상인식, 시각지능, 음성인식 및 빅데이터서비스 분야의 특허출 원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ④	사물인터넷심사과장은 사물인터넷 서비스, 사물인터넷 단말 및 사물인터넷 매니징 분야의 특허출원ㆍ실용신안 등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑤	바이오기반심사과장은 바이오시스템, 바이오응용, 바이오소재, 합성생물 및 유전체 분야의 특허출원ㆍ실용신안 등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑥	"지능형로봇심사과장은 로봇팔, 로봇매니퓰레이터, 로봇제어, 로봇인터페이스, 로봇모니터링 및 로봇시뮬레이션 분야의 특허출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2025.
2. 28.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑦	자율주행심사팀장은 조향제어, 속도제어 및 교통제어 분야의 특허출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑧	"스마트제조심사팀장은 디지털 트윈(Digital Twin), 3D 프린팅, 금속가공, 플라스틱가공 및 스마트제어기기 분야의 특허출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2022. 3. 4.,
2025. 2. 28.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑨	바이오진단분석심사팀장은 분자진단, 생물분석, 생물대사 및 단백질공정 분야의 특허출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<신설 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑩	바이오의약심사팀장은 항체의약, 차세대의약, 펩티드의약 및 바이오약물전달 분야의 특허출원ㆍ실용신안등록출 원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<신설 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑪	헬스케어기기심사팀장은 헬스케어식별기기, 헬스케어측정기기, 헬스케어분석기기 및 헬스케어진단기기 분야의 특허출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<신설 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제12조(특허심사기획국) ⑫	헬스케어데이터심사팀장은 생물데이터, 의료데이터, 의료서비스 및 디지털케어 분야의 특허출원ㆍ실용신안등록 출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<신설 2025. 2. 28.> [본조신설 2019. 11. 1.] [제목개정 2023. 4. 11.]
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제13조(전기통신심사국) ①	전기통신심사국장은 고위공무원단에 속하는 일반직공무원으로 보하되, 그 직위의 직무등급 은 나등급으로 한다. <개정 2023. 4. 11.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제13조(전기통신심사국) ②	"전기통신심사국에 전기심사과, 컴퓨터심사과, 통신심사과, 전자상거래심사과, 방송미디어심사팀을 두되, 각 과장 은 부이사관ㆍ과학기술서기관 또는 서기관으로 보하고, 팀장은 과학기술서기관ㆍ서기관ㆍ공업사무관ㆍ농업사무관 특허청과 그 소속기관 직제 시행규칙 ㆍ임업사무관ㆍ수의사무관ㆍ해양수산사무관ㆍ기상사무관ㆍ보건사무관ㆍ의료기술사무관ㆍ의무사무관ㆍ약무사무 관ㆍ환경사무관ㆍ항공사무관ㆍ시설사무관ㆍ전산사무관ㆍ방송통신사무관ㆍ행정사무관 또는 사서사무관으로 보한
다.<개정 2020. 3. 31., 2023. 4. 11., 2023. 8. 30.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제13조(전기통신심사국) ③	전기심사과장은 전력변환, 전동기, 전기차전장, 전력전송 및 발전기 분야의 특허출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 4. 11., 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제13조(전기통신심사국) ④	"컴퓨터심사과장은 컴퓨터 제어, 컴퓨터 보안, 컴퓨터 메모리회로, 컴퓨터 입출력 및 컴퓨터 응용 분야의 특허출 원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 6. 28., 2025. 2.
28.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제13조(전기통신심사국) ⑤	통신심사과장은 통신단말, 보안프로토콜, 전송시스템, 이동통신 안테나 및 통신프로토콜 분야의 특허출원ㆍ실용 신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 4. 11.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제13조(전기통신심사국) ⑥	전자상거래심사과장은 금융결제, 소셜네트워크 서비스, 전자거래, 디지털 콘텐츠 및 마케팅서비스 분야의 특허 출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 4. 11.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제13조(전기통신심사국) ⑦	방송미디어심사팀장은 멀티미디어, 방송시스템, 영상압축, 영상처리 및 오디오처리 분야의 특허출원ㆍ실용신안 등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 4. 11.> [전문개정 2019. 11. 1.] [제목개정 2023. 4. 11.]
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ①	화학생명심사국장은 고위공무원단에 속하는 일반직공무원으로 보하되, 그 직위의 직무등급 은 나등급으로 한다. <개정 2023. 4. 11.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ②	"화학생명심사국에 유기화학심사과, 약품화학심사과, 기초재료화학심사과, 이차전지소재심사과, 고분자섬유심사 과, 의료기술심사과, 환경기술심사팀, 이차전지설계심사팀 및 이차전지제어관리심사팀을 두되, 각 과장은 부이사관 ㆍ과학기술서기관 또는 서기관으로 보하고, 각 팀장은 과학기술서기관ㆍ서기관ㆍ공업사무관ㆍ농업사무관ㆍ임업사 무관ㆍ수의사무관ㆍ해양수산사무관ㆍ기상사무관ㆍ보건사무관ㆍ의료기술사무관ㆍ의무사무관ㆍ약무사무관ㆍ환경 사무관ㆍ항공사무관ㆍ시설사무관ㆍ전산사무관ㆍ방송통신사무관ㆍ행정사무관 또는 사서사무관으로 보한다.<개정
2020. 3. 31., 2023. 4. 11., 2023. 8. 30., 2024. 6. 13.>"
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ③	유기화학심사과장은 유기소재, 의약소재, 화장품소재 및 화학소재 분야의 특허출원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 6. 28., 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ④	약품화학심사과장은 제제의약, 천연물의약 및 합성의약 분야의 특허출원ㆍ실용신안등록출원에 관한 심사, 「특 허법」 제89조에 따른 허가등에 따른 특허권의 존속기간의 연장에 관한 심사 및 소관 심사 분야 관련 동향조사 사무 를 분장한다.<개정 2023. 6. 28., 2025. 2. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ⑤	기초재료화학심사과장은 착물화학, 코팅소재, 접착소재, 유기광원소재 및 탄소나노소재 분야의 특허출원ㆍ실용 신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 6. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ⑥	이차전지소재심사과장은 양극소재, 음극소재, 전극신소재, 전해질소재, 분리막소재 및 기능성소재 분야의 특허출 원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2024. 6. 13.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ⑦	고분자섬유심사과장은 기능성고분자, 올레핀계고분자, 고분자조성물, 고분자가공 및 스마트섬유 분야의 특허출 원ㆍ실용신안등록출원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2023. 6. 28.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ⑧	의료기술심사과장은 의료용품, 치료기기, 보건위생, 진단기기 및 의료시스템 분야의 특허출원ㆍ실용신안등록출 원에 관한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.<개정 2020. 3. 31.>
특허청과 그 소속기관 직제 시행규칙(산업통상자원부령)(제00600호)(20250301)	제2장 특허청 제14조(화학생명심사국) ⑨	환경기술심사팀장은 수질정화, 오염물분리, 재생자원 및 폐기물처리 분야의 특허출원ㆍ실용신안등록출원에 관 한 심사 및 소관 심사 분야 관련 동향조사 사무를 분장한다.
